Dataset ID,Collection,Dataset Name,Languages,Text Sources,Model Generated,Derived from Datasets,License Use (DataProvenance),License Use (GitHub),Licenses,GitHub License,Dataset URL,GitHub URL,ArXiv URL
commitpackft-lfe,CommitPackFT,CommitPackFT,"['LFE', 'English']",['github'],[],[],commercial,commercial,"[{'License': 'MIT License', 'License URL': 'https://github.com/bigcode-project/octopack/tree/main#licenses'}, {'License': 'Apache License 2.0', 'License URL': 'https://www.apache.org/licenses/LICENSE-2.0'}, {'License': 'MIT License', 'License URL': 'https://opensource.org/licenses/MIT'}]",MIT License,https://github.com/bigcode-project/octopack,https://github.com/bigcode-project/octopack,https://arxiv.org/abs/2308.07124
commitpackft-metal,CommitPackFT,CommitPackFT,"['English', 'Metal']",['github'],[],[],commercial,commercial,"[{'License': 'MIT License', 'License URL': 'https://github.com/bigcode-project/octopack/tree/main#licenses'}, {'License': 'Apache License 2.0', 'License URL': 'https://www.apache.org/licenses/LICENSE-2.0'}, {'License': 'MIT License', 'License URL': 'https://opensource.org/licenses/MIT'}]",MIT License,https://github.com/bigcode-project/octopack,https://github.com/bigcode-project/octopack,https://arxiv.org/abs/2308.07124
commitpackft-monkey,CommitPackFT,CommitPackFT,"['Monkey', 'English']",['github'],[],[],commercial,commercial,"[{'License': 'MIT License', 'License URL': 'https://github.com/bigcode-project/octopack/tree/main#licenses'}, {'License': 'Apache License 2.0', 'License URL': 'https://www.apache.org/licenses/LICENSE-2.0'}]",MIT License,https://github.com/bigcode-project/octopack,https://github.com/bigcode-project/octopack,https://arxiv.org/abs/2308.07124
commitpackft-mupad,CommitPackFT,CommitPackFT,"['mupad', 'English']",['github'],[],[],commercial,commercial,"[{'License': 'MIT License', 'License URL': 'https://github.com/bigcode-project/octopack/tree/main#licenses'}, {'License': 'Apache License 2.0', 'License URL': 'https://www.apache.org/licenses/LICENSE-2.0'}, {'License': 'BSD 3-Clause License', 'License URL': 'https://opensource.org/licenses/BSD-3-Clause'}, {'License': 'MIT License', 'License URL': 'https://opensource.org/licenses/MIT'}]",MIT License,https://github.com/bigcode-project/octopack,https://github.com/bigcode-project/octopack,https://arxiv.org/abs/2308.07124
commitpackft-nesc,CommitPackFT,CommitPackFT,"['nesC', 'English']",['github'],[],[],commercial,commercial,"[{'License': 'MIT License', 'License URL': 'https://github.com/bigcode-project/octopack/tree/main#licenses'}, {'License': 'MIT License', 'License URL': 'https://opensource.org/licenses/MIT'}]",MIT License,https://github.com/bigcode-project/octopack,https://github.com/bigcode-project/octopack,https://arxiv.org/abs/2308.07124
commitpackft-nit,CommitPackFT,CommitPackFT,"['English', 'Nit']",['github'],[],[],commercial,commercial,"[{'License': 'MIT License', 'License URL': 'https://github.com/bigcode-project/octopack/tree/main#licenses'}, {'License': 'Apache License 2.0', 'License URL': 'https://www.apache.org/licenses/LICENSE-2.0'}]",MIT License,https://github.com/bigcode-project/octopack,https://github.com/bigcode-project/octopack,https://arxiv.org/abs/2308.07124
commitpackft-purebasic,CommitPackFT,CommitPackFT,"['PureBasic', 'English']",['github'],[],[],commercial,commercial,"[{'License': 'MIT License', 'License URL': 'https://github.com/bigcode-project/octopack/tree/main#licenses'}, {'License': 'BSD 3-Clause License', 'License URL': 'https://opensource.org/licenses/BSD-3-Clause'}, {'License': 'MIT License', 'License URL': 'https://opensource.org/licenses/MIT'}]",MIT License,https://github.com/bigcode-project/octopack,https://github.com/bigcode-project/octopack,https://arxiv.org/abs/2308.07124
commitpackft-xproc,CommitPackFT,CommitPackFT,"['English', 'XProc']",['github'],[],[],commercial,commercial,"[{'License': 'MIT License', 'License URL': 'https://github.com/bigcode-project/octopack/tree/main#licenses'}, {'License': 'Apache License 2.0', 'License URL': 'https://www.apache.org/licenses/LICENSE-2.0'}]",MIT License,https://github.com/bigcode-project/octopack,https://github.com/bigcode-project/octopack,https://arxiv.org/abs/2308.07124
commitpackft-zephir,CommitPackFT,CommitPackFT,"['Zephir', 'English']",['github'],[],[],commercial,commercial,"[{'License': 'MIT License', 'License URL': 'https://github.com/bigcode-project/octopack/tree/main#licenses'}, {'License': 'MIT License', 'License URL': 'https://opensource.org/licenses/MIT'}]",MIT License,https://github.com/bigcode-project/octopack,https://github.com/bigcode-project/octopack,https://arxiv.org/abs/2308.07124
commitpackft-boo,CommitPackFT,CommitPackFT,"['English', 'Boo']",['github'],[],[],commercial,commercial,"[{'License': 'MIT License', 'License URL': 'https://github.com/bigcode-project/octopack/tree/main#licenses'}, {'License': 'MIT License', 'License URL': 'https://opensource.org/licenses/MIT'}]",MIT License,https://github.com/bigcode-project/octopack,https://github.com/bigcode-project/octopack,https://arxiv.org/abs/2308.07124
commitpackft-brainfuck,CommitPackFT,CommitPackFT,"['Brainfuck', 'English']",['github'],[],[],commercial,commercial,"[{'License': 'MIT License', 'License URL': 'https://github.com/bigcode-project/octopack/tree/main#licenses'}, {'License': 'Apache License 2.0', 'License URL': 'https://www.apache.org/licenses/LICENSE-2.0'}, {'License': 'BSD 2-Clause License', 'License URL': 'https://opensource.org/licenses/BSD-2-Clause'}]",MIT License,https://github.com/bigcode-project/octopack,https://github.com/bigcode-project/octopack,https://arxiv.org/abs/2308.07124
commitpackft-bro,CommitPackFT,CommitPackFT,"['Bro', 'English']",['github'],[],[],commercial,commercial,"[{'License': 'MIT License', 'License URL': 'https://github.com/bigcode-project/octopack/tree/main#licenses'}, {'License': 'BSD 3-Clause License', 'License URL': 'https://opensource.org/licenses/BSD-3-Clause'}]",MIT License,https://github.com/bigcode-project/octopack,https://github.com/bigcode-project/octopack,https://arxiv.org/abs/2308.07124
commitpackft-cartocss,CommitPackFT,CommitPackFT,"['CartoCSS', 'English']",['github'],[],[],commercial,commercial,"[{'License': 'MIT License', 'License URL': 'https://github.com/bigcode-project/octopack/tree/main#licenses'}, {'License': 'MIT License', 'License URL': 'https://opensource.org/licenses/MIT'}]",MIT License,https://github.com/bigcode-project/octopack,https://github.com/bigcode-project/octopack,https://arxiv.org/abs/2308.07124
commitpackft-creole,CommitPackFT,CommitPackFT,"['English', 'Creole']",['github'],[],[],commercial,commercial,"[{'License': 'MIT License', 'License URL': 'https://github.com/bigcode-project/octopack/tree/main#licenses'}, {'License': 'Apache License 2.0', 'License URL': 'https://www.apache.org/licenses/LICENSE-2.0'}, {'License': 'MIT License', 'License URL': 'https://opensource.org/licenses/MIT'}]",MIT License,https://github.com/bigcode-project/octopack,https://github.com/bigcode-project/octopack,https://arxiv.org/abs/2308.07124
commitpackft-dylan,CommitPackFT,CommitPackFT,"['Dylan', 'English']",['github'],[],[],commercial,commercial,"[{'License': 'MIT License', 'License URL': 'https://github.com/bigcode-project/octopack/tree/main#licenses'}, {'License': 'MIT License', 'License URL': 'https://opensource.org/licenses/MIT'}]",MIT License,https://github.com/bigcode-project/octopack,https://github.com/bigcode-project/octopack,https://arxiv.org/abs/2308.07124
commitpackft-eiffel,CommitPackFT,CommitPackFT,"['Eiffel', 'English']",['github'],[],[],commercial,commercial,"[{'License': 'MIT License', 'License URL': 'https://github.com/bigcode-project/octopack/tree/main#licenses'}, {'License': 'MIT License', 'License URL': 'https://opensource.org/licenses/MIT'}]",MIT License,https://github.com/bigcode-project/octopack,https://github.com/bigcode-project/octopack,https://arxiv.org/abs/2308.07124
commitpackft-flux,CommitPackFT,CommitPackFT,"['English', 'FLUX']",['github'],[],[],commercial,commercial,"[{'License': 'MIT License', 'License URL': 'https://github.com/bigcode-project/octopack/tree/main#licenses'}, {'License': 'Apache License 2.0', 'License URL': 'https://www.apache.org/licenses/LICENSE-2.0'}]",MIT License,https://github.com/bigcode-project/octopack,https://github.com/bigcode-project/octopack,https://arxiv.org/abs/2308.07124
commitpackft-lilypond,CommitPackFT,CommitPackFT,"['English', 'LilyPond']",['github'],[],[],commercial,commercial,"[{'License': 'MIT License', 'License URL': 'https://github.com/bigcode-project/octopack/tree/main#licenses'}, {'License': 'MIT License', 'License URL': 'https://opensource.org/licenses/MIT'}]",MIT License,https://github.com/bigcode-project/octopack,https://github.com/bigcode-project/octopack,https://arxiv.org/abs/2308.07124
commitpackft-lsl,CommitPackFT,CommitPackFT,"['LSL', 'English']",['github'],[],[],commercial,commercial,"[{'License': 'MIT License', 'License URL': 'https://github.com/bigcode-project/octopack/tree/main#licenses'}, {'License': 'BSD 3-Clause License', 'License URL': 'https://opensource.org/licenses/BSD-3-Clause'}]",MIT License,https://github.com/bigcode-project/octopack,https://github.com/bigcode-project/octopack,https://arxiv.org/abs/2308.07124
commitpackft-nu,CommitPackFT,CommitPackFT,"['English', 'Nu']",['github'],[],[],commercial,commercial,"[{'License': 'MIT License', 'License URL': 'https://github.com/bigcode-project/octopack/tree/main#licenses'}, {'License': 'Apache License 2.0', 'License URL': 'https://www.apache.org/licenses/LICENSE-2.0'}]",MIT License,https://github.com/bigcode-project/octopack,https://github.com/bigcode-project/octopack,https://arxiv.org/abs/2308.07124
commitpackft-ragel-in-ruby-host,CommitPackFT,CommitPackFT,"['English', 'Ragel in Ruby Host']",['github'],[],[],commercial,commercial,"[{'License': 'MIT License', 'License URL': 'https://github.com/bigcode-project/octopack/tree/main#licenses'}, {'License': 'MIT License', 'License URL': 'https://opensource.org/licenses/MIT'}]",MIT License,https://github.com/bigcode-project/octopack,https://github.com/bigcode-project/octopack,https://arxiv.org/abs/2308.07124
commitpackft-slash,CommitPackFT,CommitPackFT,"['English', 'Slash']",['github'],[],[],commercial,commercial,"[{'License': 'MIT License', 'License URL': 'https://github.com/bigcode-project/octopack/tree/main#licenses'}, {'License': 'Apache License 2.0', 'License URL': 'https://www.apache.org/licenses/LICENSE-2.0'}, {'License': 'MIT License', 'License URL': 'https://opensource.org/licenses/MIT'}]",MIT License,https://github.com/bigcode-project/octopack,https://github.com/bigcode-project/octopack,https://arxiv.org/abs/2308.07124
commitpackft-sourcepawn,CommitPackFT,CommitPackFT,"['English', 'SourcePawn']",['github'],[],[],commercial,commercial,"[{'License': 'MIT License', 'License URL': 'https://github.com/bigcode-project/octopack/tree/main#licenses'}, {'License': 'Apache License 2.0', 'License URL': 'https://www.apache.org/licenses/LICENSE-2.0'}, {'License': 'MIT License', 'License URL': 'https://opensource.org/licenses/MIT'}]",MIT License,https://github.com/bigcode-project/octopack,https://github.com/bigcode-project/octopack,https://arxiv.org/abs/2308.07124
commitpackft-squirrel,CommitPackFT,CommitPackFT,"['Squirrel', 'English']",['github'],[],[],commercial,commercial,"[{'License': 'MIT License', 'License URL': 'https://github.com/bigcode-project/octopack/tree/main#licenses'}, {'License': 'MIT License', 'License URL': 'https://opensource.org/licenses/MIT'}]",MIT License,https://github.com/bigcode-project/octopack,https://github.com/bigcode-project/octopack,https://arxiv.org/abs/2308.07124
commitpackft-ston,CommitPackFT,CommitPackFT,"['English', 'STON']",['github'],[],[],commercial,commercial,"[{'License': 'MIT License', 'License URL': 'https://github.com/bigcode-project/octopack/tree/main#licenses'}, {'License': 'MIT License', 'License URL': 'https://opensource.org/licenses/MIT'}]",MIT License,https://github.com/bigcode-project/octopack,https://github.com/bigcode-project/octopack,https://arxiv.org/abs/2308.07124
commitpackft-uno,CommitPackFT,CommitPackFT,"['Uno', 'English']",['github'],[],[],commercial,commercial,"[{'License': 'MIT License', 'License URL': 'https://github.com/bigcode-project/octopack/tree/main#licenses'}, {'License': 'MIT License', 'License URL': 'https://opensource.org/licenses/MIT'}]",MIT License,https://github.com/bigcode-project/octopack,https://github.com/bigcode-project/octopack,https://arxiv.org/abs/2308.07124
commitpackft-xbase,CommitPackFT,CommitPackFT,"['English', 'xBase']",['github'],[],[],commercial,commercial,"[{'License': 'MIT License', 'License URL': 'https://github.com/bigcode-project/octopack/tree/main#licenses'}, {'License': 'Apache License 2.0', 'License URL': 'https://www.apache.org/licenses/LICENSE-2.0'}, {'License': 'MIT License', 'License URL': 'https://opensource.org/licenses/MIT'}]",MIT License,https://github.com/bigcode-project/octopack,https://github.com/bigcode-project/octopack,https://arxiv.org/abs/2308.07124
commitpackft-yacc,CommitPackFT,CommitPackFT,"['English', 'Yacc']",['github'],[],[],commercial,commercial,"[{'License': 'MIT License', 'License URL': 'https://github.com/bigcode-project/octopack/tree/main#licenses'}, {'License': 'BSD 2-Clause License', 'License URL': 'https://opensource.org/licenses/BSD-2-Clause'}, {'License': 'ISC License', 'License URL': 'https://opensource.org/licenses/ISC'}, {'License': 'MIT License', 'License URL': 'https://opensource.org/licenses/MIT'}]",MIT License,https://github.com/bigcode-project/octopack,https://github.com/bigcode-project/octopack,https://arxiv.org/abs/2308.07124
commitpackft-zig,CommitPackFT,CommitPackFT,"['English', 'Zig']",['github'],[],[],commercial,commercial,"[{'License': 'MIT License', 'License URL': 'https://github.com/bigcode-project/octopack/tree/main#licenses'}, {'License': 'MIT License', 'License URL': 'https://opensource.org/licenses/MIT'}]",MIT License,https://github.com/bigcode-project/octopack,https://github.com/bigcode-project/octopack,https://arxiv.org/abs/2308.07124
commitpackft-abap,CommitPackFT,CommitPackFT,"['ABAP', 'English']",['github'],[],[],commercial,commercial,"[{'License': 'MIT License', 'License URL': 'https://github.com/bigcode-project/octopack/tree/main#licenses'}, {'License': 'MIT License', 'License URL': 'https://opensource.org/licenses/MIT'}]",MIT License,https://github.com/bigcode-project/octopack,https://github.com/bigcode-project/octopack,https://arxiv.org/abs/2308.07124
commitpackft-arc,CommitPackFT,CommitPackFT,"['English', 'Arc']",['github'],[],[],commercial,commercial,"[{'License': 'MIT License', 'License URL': 'https://github.com/bigcode-project/octopack/tree/main#licenses'}, {'License': 'MIT License', 'License URL': 'https://opensource.org/licenses/MIT'}]",MIT License,https://github.com/bigcode-project/octopack,https://github.com/bigcode-project/octopack,https://arxiv.org/abs/2308.07124
commitpackft-ats,CommitPackFT,CommitPackFT,"['English', 'ATS']",['github'],[],[],commercial,commercial,"[{'License': 'MIT License', 'License URL': 'https://github.com/bigcode-project/octopack/tree/main#licenses'}, {'License': 'Apache License 2.0', 'License URL': 'https://www.apache.org/licenses/LICENSE-2.0'}, {'License': 'MIT License', 'License URL': 'https://opensource.org/licenses/MIT'}]",MIT License,https://github.com/bigcode-project/octopack,https://github.com/bigcode-project/octopack,https://arxiv.org/abs/2308.07124
commitpackft-blitzmax,CommitPackFT,CommitPackFT,"['BlitzMax', 'English']",['github'],[],[],commercial,commercial,"[{'License': 'MIT License', 'License URL': 'https://github.com/bigcode-project/octopack/tree/main#licenses'}, {'License': 'MIT License', 'License URL': 'https://opensource.org/licenses/MIT'}]",MIT License,https://github.com/bigcode-project/octopack,https://github.com/bigcode-project/octopack,https://arxiv.org/abs/2308.07124
commitpackft-bluespec,CommitPackFT,CommitPackFT,"['Bluespec', 'English']",['github'],[],[],commercial,commercial,"[{'License': 'MIT License', 'License URL': 'https://github.com/bigcode-project/octopack/tree/main#licenses'}, {'License': 'MIT License', 'License URL': 'https://opensource.org/licenses/MIT'}]",MIT License,https://github.com/bigcode-project/octopack,https://github.com/bigcode-project/octopack,https://arxiv.org/abs/2308.07124
commitpackft-clean,CommitPackFT,CommitPackFT,"['English', 'Clean']",['github'],[],[],commercial,commercial,"[{'License': 'MIT License', 'License URL': 'https://github.com/bigcode-project/octopack/tree/main#licenses'}, {'License': 'Apache License 2.0', 'License URL': 'https://www.apache.org/licenses/LICENSE-2.0'}]",MIT License,https://github.com/bigcode-project/octopack,https://github.com/bigcode-project/octopack,https://arxiv.org/abs/2308.07124
commitpackft-dns-zone,CommitPackFT,CommitPackFT,"['DNS Zone', 'English']",['github'],[],[],commercial,commercial,"[{'License': 'MIT License', 'License URL': 'https://github.com/bigcode-project/octopack/tree/main#licenses'}, {'License': 'BSD 3-Clause License', 'License URL': 'https://opensource.org/licenses/BSD-3-Clause'}, {'License': 'MIT License', 'License URL': 'https://opensource.org/licenses/MIT'}]",MIT License,https://github.com/bigcode-project/octopack,https://github.com/bigcode-project/octopack,https://arxiv.org/abs/2308.07124
commitpackft-forth,CommitPackFT,CommitPackFT,"['Forth', 'English']",['github'],[],[],commercial,commercial,"[{'License': 'MIT License', 'License URL': 'https://github.com/bigcode-project/octopack/tree/main#licenses'}, {'License': 'MIT License', 'License URL': 'https://opensource.org/licenses/MIT'}]",MIT License,https://github.com/bigcode-project/octopack,https://github.com/bigcode-project/octopack,https://arxiv.org/abs/2308.07124
commitpackft-harbour,CommitPackFT,CommitPackFT,"['Harbour', 'English']",['github'],[],[],commercial,commercial,"[{'License': 'MIT License', 'License URL': 'https://github.com/bigcode-project/octopack/tree/main#licenses'}, {'License': 'MIT License', 'License URL': 'https://opensource.org/licenses/MIT'}]",MIT License,https://github.com/bigcode-project/octopack,https://github.com/bigcode-project/octopack,https://arxiv.org/abs/2308.07124
commitpackft-igor-pro,CommitPackFT,CommitPackFT,"['English', 'IGOR Pro']",['github'],[],[],commercial,commercial,"[{'License': 'MIT License', 'License URL': 'https://github.com/bigcode-project/octopack/tree/main#licenses'}, {'License': 'BSD 3-Clause License', 'License URL': 'https://opensource.org/licenses/BSD-3-Clause'}]",MIT License,https://github.com/bigcode-project/octopack,https://github.com/bigcode-project/octopack,https://arxiv.org/abs/2308.07124
commitpackft-inform-7,CommitPackFT,CommitPackFT,"['English', 'Inform 7']",['github'],[],[],commercial,commercial,"[{'License': 'MIT License', 'License URL': 'https://github.com/bigcode-project/octopack/tree/main#licenses'}, {'License': 'BSD 3-Clause License', 'License URL': 'https://opensource.org/licenses/BSD-3-Clause'}]",MIT License,https://github.com/bigcode-project/octopack,https://github.com/bigcode-project/octopack,https://arxiv.org/abs/2308.07124
commitpackft-isabelle,CommitPackFT,CommitPackFT,"['English', 'Isabelle']",['github'],[],[],commercial,commercial,"[{'License': 'MIT License', 'License URL': 'https://github.com/bigcode-project/octopack/tree/main#licenses'}, {'License': 'BSD 2-Clause License', 'License URL': 'https://opensource.org/licenses/BSD-2-Clause'}, {'License': 'MIT License', 'License URL': 'https://opensource.org/licenses/MIT'}]",MIT License,https://github.com/bigcode-project/octopack,https://github.com/bigcode-project/octopack,https://arxiv.org/abs/2308.07124
commitpackft-jflex,CommitPackFT,CommitPackFT,"['JFlex', 'English']",['github'],[],[],commercial,commercial,"[{'License': 'MIT License', 'License URL': 'https://github.com/bigcode-project/octopack/tree/main#licenses'}, {'License': 'MIT License', 'License URL': 'https://opensource.org/licenses/MIT'}]",MIT License,https://github.com/bigcode-project/octopack,https://github.com/bigcode-project/octopack,https://arxiv.org/abs/2308.07124
commitpackft-literate-agda,CommitPackFT,CommitPackFT,"['English', 'Literate Agda']",['github'],[],[],commercial,commercial,"[{'License': 'MIT License', 'License URL': 'https://github.com/bigcode-project/octopack/tree/main#licenses'}, {'License': 'MIT License', 'License URL': 'https://opensource.org/licenses/MIT'}]",MIT License,https://github.com/bigcode-project/octopack,https://github.com/bigcode-project/octopack,https://arxiv.org/abs/2308.07124
commitpackft-maple,CommitPackFT,CommitPackFT,"['Maple', 'English']",['github'],[],[],commercial,commercial,"[{'License': 'MIT License', 'License URL': 'https://github.com/bigcode-project/octopack/tree/main#licenses'}, {'License': 'BSD 3-Clause License', 'License URL': 'https://opensource.org/licenses/BSD-3-Clause'}]",MIT License,https://github.com/bigcode-project/octopack,https://github.com/bigcode-project/octopack,https://arxiv.org/abs/2308.07124
commitpackft-mathematica,CommitPackFT,CommitPackFT,"['English', 'Mathematica']",['github'],[],[],commercial,commercial,"[{'License': 'MIT License', 'License URL': 'https://github.com/bigcode-project/octopack/tree/main#licenses'}, {'License': 'CC0 1.0', 'License URL': 'https://creativecommons.org/publicdomain/zero/1.0/'}]",MIT License,https://github.com/bigcode-project/octopack,https://github.com/bigcode-project/octopack,https://arxiv.org/abs/2308.07124
commitpackft-mtml,CommitPackFT,CommitPackFT,"['English', 'MTML']",['github'],[],[],commercial,commercial,"[{'License': 'MIT License', 'License URL': 'https://github.com/bigcode-project/octopack/tree/main#licenses'}, {'License': 'MIT License', 'License URL': 'https://opensource.org/licenses/MIT'}]",MIT License,https://github.com/bigcode-project/octopack,https://github.com/bigcode-project/octopack,https://arxiv.org/abs/2308.07124
commitpackft-netlinx,CommitPackFT,CommitPackFT,"['NetLinx', 'English']",['github'],[],[],commercial,commercial,"[{'License': 'MIT License', 'License URL': 'https://github.com/bigcode-project/octopack/tree/main#licenses'}, {'License': 'MIT License', 'License URL': 'https://opensource.org/licenses/MIT'}]",MIT License,https://github.com/bigcode-project/octopack,https://github.com/bigcode-project/octopack,https://arxiv.org/abs/2308.07124
commitpackft-propeller-spin,CommitPackFT,CommitPackFT,"['English', 'Propeller Spin']",['github'],[],[],commercial,commercial,"[{'License': 'MIT License', 'License URL': 'https://github.com/bigcode-project/octopack/tree/main#licenses'}, {'License': 'MIT License', 'License URL': 'https://opensource.org/licenses/MIT'}]",MIT License,https://github.com/bigcode-project/octopack,https://github.com/bigcode-project/octopack,https://arxiv.org/abs/2308.07124
commitpackft-pure-data,CommitPackFT,CommitPackFT,"['English', 'Pure Data']",['github'],[],[],commercial,commercial,"[{'License': 'MIT License', 'License URL': 'https://github.com/bigcode-project/octopack/tree/main#licenses'}, {'License': 'MIT License', 'License URL': 'https://opensource.org/licenses/MIT'}]",MIT License,https://github.com/bigcode-project/octopack,https://github.com/bigcode-project/octopack,https://arxiv.org/abs/2308.07124
commitpackft-rebol,CommitPackFT,CommitPackFT,"['English', 'Rebol']",['github'],[],[],commercial,commercial,"[{'License': 'MIT License', 'License URL': 'https://github.com/bigcode-project/octopack/tree/main#licenses'}, {'License': 'Apache License 2.0', 'License URL': 'https://www.apache.org/licenses/LICENSE-2.0'}]",MIT License,https://github.com/bigcode-project/octopack,https://github.com/bigcode-project/octopack,https://arxiv.org/abs/2308.07124
commitpackft-red,CommitPackFT,CommitPackFT,"['English', 'Red']",['github'],[],[],commercial,commercial,"[{'License': 'MIT License', 'License URL': 'https://github.com/bigcode-project/octopack/tree/main#licenses'}, {'License': 'BSD 2-Clause License', 'License URL': 'https://opensource.org/licenses/BSD-2-Clause'}]",MIT License,https://github.com/bigcode-project/octopack,https://github.com/bigcode-project/octopack,https://arxiv.org/abs/2308.07124
commitpackft-sage,CommitPackFT,CommitPackFT,"['English', 'Sage']",['github'],[],[],commercial,commercial,"[{'License': 'MIT License', 'License URL': 'https://github.com/bigcode-project/octopack/tree/main#licenses'}, {'License': 'MIT License', 'License URL': 'https://opensource.org/licenses/MIT'}]",MIT License,https://github.com/bigcode-project/octopack,https://github.com/bigcode-project/octopack,https://arxiv.org/abs/2308.07124
commitpackft-sas,CommitPackFT,CommitPackFT,"['SAS', 'English']",['github'],[],[],commercial,commercial,"[{'License': 'MIT License', 'License URL': 'https://github.com/bigcode-project/octopack/tree/main#licenses'}, {'License': 'MIT License', 'License URL': 'https://opensource.org/licenses/MIT'}]",MIT License,https://github.com/bigcode-project/octopack,https://github.com/bigcode-project/octopack,https://arxiv.org/abs/2308.07124
commitpackft-scaml,CommitPackFT,CommitPackFT,"['English', 'Scaml']",['github'],[],[],commercial,commercial,"[{'License': 'MIT License', 'License URL': 'https://github.com/bigcode-project/octopack/tree/main#licenses'}, {'License': 'BSD 2-Clause License', 'License URL': 'https://opensource.org/licenses/BSD-2-Clause'}]",MIT License,https://github.com/bigcode-project/octopack,https://github.com/bigcode-project/octopack,https://arxiv.org/abs/2308.07124
commitpackft-smt,CommitPackFT,CommitPackFT,"['English', 'SMT']",['github'],[],[],commercial,commercial,"[{'License': 'MIT License', 'License URL': 'https://github.com/bigcode-project/octopack/tree/main#licenses'}, {'License': 'BSD 3-Clause License', 'License URL': 'https://opensource.org/licenses/BSD-3-Clause'}, {'License': 'MIT License', 'License URL': 'https://opensource.org/licenses/MIT'}]",MIT License,https://github.com/bigcode-project/octopack,https://github.com/bigcode-project/octopack,https://arxiv.org/abs/2308.07124
commitpackft-unrealscript,CommitPackFT,CommitPackFT,"['UnrealScript', 'English']",['github'],[],[],commercial,commercial,"[{'License': 'MIT License', 'License URL': 'https://github.com/bigcode-project/octopack/tree/main#licenses'}, {'License': 'MIT License', 'License URL': 'https://opensource.org/licenses/MIT'}]",MIT License,https://github.com/bigcode-project/octopack,https://github.com/bigcode-project/octopack,https://arxiv.org/abs/2308.07124
commitpackft-xpages,CommitPackFT,CommitPackFT,"['XPages', 'English']",['github'],[],[],commercial,commercial,"[{'License': 'MIT License', 'License URL': 'https://github.com/bigcode-project/octopack/tree/main#licenses'}, {'License': 'Apache License 2.0', 'License URL': 'https://www.apache.org/licenses/LICENSE-2.0'}]",MIT License,https://github.com/bigcode-project/octopack,https://github.com/bigcode-project/octopack,https://arxiv.org/abs/2308.07124
fc-cot-cot_gsm8k,Flan Collection (Chain-of-Thought),cot_gsm8k,['English'],['crowdsourced'],[],[],commercial,,"[{'License': 'MIT License', 'License URL': 'https://huggingface.co/datasets/gsm8k#licensing-information'}]",,https://github.com/openai/grade-school-math,https://github.com/openai/grade-school-math,https://arxiv.org/abs/2110.14168
fc-cot-cot_strategyqa,Flan Collection (Chain-of-Thought),cot_strategyqa,['English'],['wikipedia.org'],[],[],commercial,,"[{'License': 'CC BY-SA 3.0', 'License URL': 'https://en.wikipedia.org/wiki/Wikipedia:Text_of_the_Creative_Commons_Attribution-ShareAlike_3.0_Unported_License'}]",,https://allenai.org/data/strategyqa,,https://arxiv.org/abs/2101.02235
fc-cot-stream_creak,Flan Collection (Chain-of-Thought),stream_creak,['English'],['wikipedia.org'],[],[],commercial,commercial,"[{'License': 'CC BY-SA 4.0', 'License URL': 'https://paperswithcode.com/dataset/creak'}]",MIT License,https://github.com/yasumasaonoe/creak,https://github.com/yasumasaonoe/creak,https://arxiv.org/abs/2109.01653
fc-cot-stream_esnli,Flan Collection (Chain-of-Thought),stream_esnli,['English'],['crowdsourced (amt)'],[],['snli'],commercial,commercial,"[{'License': 'CC BY-SA 4.0', 'License URL': 'https://github.com/OanaMariaCamburu/e-SNLI'}]",MIT License,https://github.com/OanaMariaCamburu/e-SNLI,https://github.com/OanaMariaCamburu/e-SNLI,https://arxiv.org/abs/1812.01193
tsi-recast-recast_verbnet,Tasksource Instruct,tsi-recast-recast_verbnet,['English'],[],[],[],commercial,,"[{'License': 'CC BY-SA 4.0', 'License URL': 'https://github.com/decompositional-semantics-initiative/decomp#license'}]",,http://decomp.io/,https://github.com/decompositional-semantics-initiative/DNC/raw/master/inference_is_everything.zip,
tsi-recast-recast_verbcorner,Tasksource Instruct,tsi-recast-recast_verbcorner,['English'],[],[],[],commercial,,"[{'License': 'CC BY-SA 4.0', 'License URL': 'https://github.com/decompositional-semantics-initiative/decomp#license'}]",,https://huggingface.co/datasets/metaeval/recast,https://github.com/decompositional-semantics-initiative/DNC/raw/master/inference_is_everything.zip,
tsi-recast-recast_ner,Tasksource Instruct,tsi-recast-recast_ner,['English'],[],[],[],commercial,,"[{'License': 'CC BY-SA 4.0', 'License URL': 'https://github.com/decompositional-semantics-initiative/decomp#license'}]",,https://huggingface.co/datasets/metaeval/recast,https://github.com/decompositional-semantics-initiative/DNC/raw/master/inference_is_everything.zip,
tsi-recast-recast_sentiment,Tasksource Instruct,tsi-recast-recast_sentiment,['English'],[],[],[],commercial,,"[{'License': 'CC BY-SA 4.0', 'License URL': 'https://github.com/decompositional-semantics-initiative/decomp#license'}]",,https://huggingface.co/datasets/metaeval/recast,https://github.com/decompositional-semantics-initiative/DNC/raw/master/inference_is_everything.zip,
tsi-recast-recast_puns,Tasksource Instruct,tsi-recast-recast_puns,['English'],[],[],[],commercial,,"[{'License': 'CC BY-SA 4.0', 'License URL': 'https://github.com/decompositional-semantics-initiative/decomp#license'}]",,https://huggingface.co/datasets/metaeval/recast,https://github.com/decompositional-semantics-initiative/DNC/raw/master/inference_is_everything.zip,
